,sentence_id,words,labels
2420,10632,ruqu,s
6136,14377,chillinantaqa,s
6122,14363,ch'unchull,s
367,8558,armakuy.,v
11506,19747,warmikunaqa,s
13641,21882,kawsaq,s
10650,18891,Estanislao.,s
12837,21078,paqarichiq,adv.
6738,14979,achka,adj.
3868,12090,awasqata,s
3029,11245,iskayllañam.,num
1103,9297,Hayilitam,s
7889,16130,tayta,s
3741,11962,"aparqun,",v
9748,17989,Punu,s
10297,18538,"kulli,",s
12408,20649,chinkarin.,v
8372,16613,k'askachina.,v
13477,21718,phuruchakunayuq.,s
13728,21969,pampankunapiqa,adv.
7345,15586,masintin,s
6714,14955,hampim,s
12434,20675,manaña,adv.
1819,10024,mikuynin,s
2759,10974,Purun,adj.
3976,12199,tununqa,s
5286,13518,amu,s
7624,15865,hatun,adj.
6499,14740,yupaychakuspa,v
14844,23085,mikhuykuna,s
4460,12683,pallqam,s
5741,13982,aysaspa,adj.
4281,12504,uyapa,s
6305,14546,iskay,det.
6319,14560,phawan.,v
1852,10057,ruyruchakunata,s
6471,14712,wik'uñaqa,s
760,8954,uywakuna,s
11794,20035,yachana,s
15008,23249,llaqtapiqa,s
10050,18291,qhatuq,s
4890,13114,chakraykuta,s
7761,16002,Kuraq,adj.
4375,12598,"pallayqa,",v
9427,17668,manataq,adv.
9409,17650,aswan,adv.
13819,22060,warmilla,s
8104,16345,parachaqa,s
692,8886,Chiki,adj.
10071,18312,llamp'u,adj.
14694,22935,Chayqa,adv.
8706,16947,mana,adv.
12491,20732,q'ipiq,v
891,9085,Chuqru,adj.
5891,14132,ña,adv.
11385,19626,llamk'arqanku.,v
10302,18543,"q'umir,",s
11217,19458,t'antaykirayku.,s
7940,16181,«k'umuchisqa,adj.
4918,13142,Mulli,s
5979,14220,wasapawanqa!,v
8419,16660,quwitapas,s
11759,20000,"rikunchik,",v
15227,23468,llaqtaman,s
514,8708,yarqata,s
13154,21395,awanku.,v
5307,13539,añaychayniykiqa,s
1268,9465,Ispakarqamusaq,v
11736,19977,unum,s
2573,10788,Hatun,adj.
763,8957,pachaman,s
11745,19986,kaspaqa,v
6782,15023,ñuñuchiytaqa,s
2550,10765,munani.,v
5977,14218,qaparispa,v
2485,10699,runam,s
11942,20183,Kay,det.
13838,22079,iskayman,adj.
3007,11223,qaywiy!,v
7803,16044,simipiqa,s
3223,11439,riypas,v
9336,17577,Kay,det.
4471,12694,pukuq,s
11048,19289,Añas,s
14454,22695,lluqsinqa.,v
5585,13826,uñankunata,s
9712,17953,kaptinqa,v
7894,16135,qunqankichikchu:,v
13762,22003,hawastataq,s
13959,22200,llimp'inku.,v
316,8506,aqachata,s
8654,16895,ahusta,s
1311,9508,quri,s
15522,23763,¿hayk'a,adj.
2409,10620,Rumi,s
8922,17163,iskay,det.
12785,21026,llaqtapi,s
13036,21277,Perú,s
2257,10466,nuyuchin,v
114,8300,akllaqa,s
6753,14994,kunanqa,adv.
6106,14347,mankata,s
9764,18005,sarusqallapunim,adj.
9810,18051,ruk'anayuq,s
63,8249,Hawkallam,adj.
3601,11821,sayanku.,v
2089,10296,Chuñuta,s
62,8248,chayarqamunña.,v
7534,15775,ña,adv.
6437,14678,chakipiña,s
709,8903,takyachinapaq.,v
3404,11623,hapirquptinqa,v
856,9050,manchachin.,v
13654,21895,pusamusunchik.,v
3040,11256,sara,s
259,8449,puriqkuna,s
11453,19694,llamk'aq,v
10349,18590,hap'ikun,v
12987,21228,allarquspa,adv.
6163,14404,Ch'upaymantam,s
13420,21661,"phiriykunchik,",v
12960,21201,Paqpakaqa,s
10326,18567,urqu,s
2672,10887,"Yaw,",interj.
2510,10725,Sara,s
8427,16668,kankayta,v
2350,10559,kay,adj.
3563,11783,siki,s
2265,10474,"kichay,",v
3339,11558,rataykuwanmi.,v
10794,19035,suwa,s
9703,17944,kururana.,v
11785,20026,yachana,s
812,9006,rutusaq.,v
1276,9473,Mastasqa,s
4214,12437,Uña,s
1052,9246,qawanaypaq!,v
8084,16325,Pikchu,s
4422,12645,Allquqa,s
14275,22516,saraqa,s
11356,19597,minchha,s
3857,12079,punkunqa,s
5337,13573,runata,s
13798,22039,«pisqu»,s
14899,23140,kuti,s
6973,15214,chuqupi,s
5911,14152,chupamantaqa,s
10847,19088,maqanawan,s
6105,14346,wayk'ukuspaqa,v
3918,12140,umata,s
7160,15401,q'ipichaykun.,v
13064,21305,q'aytuwan,s
4326,12549,ruranku.,v
2811,11027,puchkantam,s
7829,16070,chiri,s
1128,9322,hinay!,v
2423,10635,Kamachikuqkuna,s
1148,9342,huntanqa?,v
6930,15171,churakun.,v
185,8371,amam,adv.
9092,17333,kunanqa,s
8420,16661,k'ipchantapas,s
10729,18970,mama,s
14831,23072,allin.,adv.
8824,17065,tuta,s
11684,19925,muntirakunawan,s
15115,23356,Qhachunniyqa,s
11177,19418,Asnapataqa,s
14475,22716,tarpunapaqqa,adv.
6974,15215,tukun.,v
4239,12462,(churinqa).,s
5069,13296,Jacintoqa,s
13791,22032,Ch'akiy,s
11222,19463,ninku.,v
8793,17034,taytanchiksi,s
7902,16143,qunqankichikchu:,v
3104,11320,kan.,v
214,8401,killa.,s
7429,15670,yuyu,s
5491,13728,kaq.,v
9347,17588,"aparqun,",v
12663,20904,uywakunapaq,s
5192,13424,waka,s
4955,13181,paltay,s
6674,14915,manataqmi,adv.
7523,15764,ña,adv.
11199,17348,chaypas,pron.
5186,13418,ninchik.,interj.
13786,22027,wichq'arqamunkuch,v
1019,9213,taytay,s
5122,13352,Kuru,s
4655,12878,sapa,adj.
4237,12460,yachachiqpa,s
6140,14381,chillinantaqa,s
6878,15119,ñawpa,adv.
3778,11999,kusikuywan,adj.
7121,15362,qhulla,adj.
426,8618,qipiyuqmi,s
13928,22169,Waman,s
2973,11189,masinkunata,s
1022,9216,yachachisqanmantam,s
8338,16579,Surump'iwan,s
14142,22383,mana,adv.
9930,18171,unquq,adj.
5118,13348,khuchipaq,s
6174,14415,uyaypi,s
9778,18019,mana,adv.
13000,21241,allarquspa,adv.
8841,17082,Kanchapiqa,s
14309,22550,runaqa,s
10878,19119,"chinkarqachisqa,",v
4692,12915,wiqi,s
7739,15980,Kuraq,adj.
6608,14849,unaytam,adv.
9081,17322,karqan;,v
4128,12351,unquchkan.,v
13484,21725,unupi,s
2027,10234,maqchichkan.,v
7577,15818,"hayt'anachu,",v
8950,17191,llamapa,s
1085,9279,hawapim,adv. lugar
5459,13695,Apu,s
12510,20751,qayllapi,adv.
3305,11523,Chinakunallapan,s
14428,22669,karumanraq,adv.
14108,22349,"ch'unqarqun,",v
10781,19022,kunachallanmi,adv.
14403,22644,Hawa,adj.
11430,19671,papaqa,s
4384,12607,chumpiwan,s
5725,13966,Ayrampu,s
11111,19352,llaqtakunapi,s
6887,15128,Rit'iqa,s
8328,16569,q'aytullamanta,s
10921,19162,uñan»,s
2301,10510,ñiqi,num
2022,10229,Pitapas,pron.indef.
1839,10044,Puka,adj.
3329,11547,qillqasaq.,v
2655,10870,mikuchkan.,v
4250,12473,Ñawpa,adj.
4147,12370,kachkan.,v
10162,15777,Ñuqanchikpas,pron.
5780,14021,"malliykuchkaspam,",v
9393,17634,Iskuyuq,adj.
8631,16872,uqata,s
13850,22091,waqyanku.,v
10800,19041,puriykachayta,v
6975,15216,Hawastapas,s
4264,12487,wallpata,s
481,8675,wasimantaqa,s
6811,15052,mikhuspaqa,v
5306,13538,Chay,adj.
13130,21371,Kay,adj.
13563,21804,kasqa:,v
3112,11328,qawaychu.,v
4159,12382,runakuna,s
7791,16032,yupanchik.,v
11396,19637,taytayqa,s
7527,15768,llamk'asunchik.,v
3780,12002,takllaykuqa,s
9353,17594,rimaykunapa,s
10220,18461,yurakunawan,s
12410,20651,kachiyuq,adj.
4082,12305,ulluchanmi,s
5722,13963,unquy,s
513,8707,Kaspiwan,s
3501,11721,kulluta,s
11767,20008,musquyninpi;,s
11184,19425,qhatunku.,v
81,8267,millaytam,adj.
13368,21609,warmi,s
2032,10239,kay,adj.
12073,20314,"awaypipas,",s
13844,22085,wawakunapa,s
10552,18793,llutkhuykuspam,v
10277,18518,kaqtaq,conj.
3762,11983,suysunku.,v
13632,21873,rispa,v
5409,13645,lluqsimun.,v
1179,9376,ikachkay,v
10355,18596,unquysi,s
3536,11756,llasayniyuq.,adj.
3108,11324,sachaqa,s
884,9078,mikunapaq.,v
9988,18229,hatun,adj.
3651,11871,Papa,s
6888,15129,ruphaywan,s
7297,15538,p'achaqa,s
2511,10726,tarpunapaq,v
10325,18566,chaqay,det.
15238,23479,"wanakuntin,",s
12453,20694,sipinku;,v
5859,14100,manchakunki!,v
13522,21763,apamusqa?,v
10423,18664,runakunaqa,s
4645,12868,willkan.,s
15261,23502,aysaykuwanchik.,v
12210,20451,Ninaqa,s
8414,16655,pisquchakunatapas,s
1870,10075,urmarquni.,v
3414,11633,tullun,s
2697,10912,apamuy.,v
10796,19037,sara,s
14164,22405,runakunaqa,s
6876,15117,pakapuqku.,v
5712,13953,ayqinaykim.,v
11201,19442,aswanpas,adv.
4269,12492,mikunchu.,v
11930,20171,ñakawanchik.,v
8458,13561,Ñuqapas,pron.
12171,20412,yachaq,s
5809,14050,Kunan,adv.
12041,20282,Yachachiqniyqa,s
766,8960,mikunaqa,s
6572,14813,allinta,adv.
8459,16700,aswan,adj.
5631,13872,Mana,adv.
1725,9930,liwiwan,s
10082,18323,hampinapaqmi,v
7745,15986,Mana,adv.
6004,14245,Llaqtakunapiqa,s
14661,22902,uywan.,v
5135,13365,"risunchik,",v
1640,9845,kurutaqa,s
6678,14919,sinchi,adj.
15354,23595,p'unchawmanta.,s
11017,19258,agosto,s
6868,15109,runata,s
8946,17187,kasukunki.,v
2886,11102,pampantapas,s
4092,12315,"ñawi,",s
8038,13274,chay,pron.
1696,9901,ñawchichay.,v
3922,12144,tiyanapim,s
8513,16754,k'ullu,s
10992,19233,masa,s
12079,20320,qhipamantaq,adv.
5198,13430,allqa,adj.
12459,20700,atipunchu.,v
12593,20834,allpawanmi,s
478,8672,ama,adv.
4318,12541,mana,adv.
3871,12093,chupita,s
12460,20701,Chaytataq,conj.
2047,10254,munayman.,v
6851,15092,chukchu,s
14499,22740,mut'itaqa,s
5014,13240,watyasqata,v
13675,21916,ninataqa,s
2225,10434,qurasunchik.,v
14482,22723,ñut'uta,adj.
1628,9833,warmakuna,s
6393,14634,apichuta,s
13006,21247,hukniyuq,adj.
5183,13415,wakataqa,s
9320,17561,misk'i,adj.
11933,20174,tapukusqa:,v
1523,9728,rumi,adj.
15363,23604,chaypiqa,adj.
7674,15915,Suwaqa,s
8155,16396,Punu,s
9108,14171,chayqa,pron.
12389,20630,kimsa,det.
12313,20554,hatunmi.,adj.
6584,14825,mankataqa,s
4368,12591,Anka,s
1654,9859,pacha.,s
9581,17822,iskayniyuq,s
14303,22544,chay,adj.
13770,22011,tuntatapas,s
4240,12463,Tayta,s
4617,12840,wiksan,s
9780,18021,sarusqallapunim,adj.
13380,21621,kichanaña.,v
3572,11792,chuspi,s
11386,19627,Paqarinmi,s
7841,16082,wakapas,s
12323,20564,Qispi,s
3996,12219,Kay,adj.
13815,22056,«ñuñuqkuna»,s
13448,21689,wañuchiy.,v
11009,19250,huk,det.
11180,19421,qhatunku.,v
15490,23731,sunquyuqraqmi,s
4404,12627,qispin.,v
3956,12179,alaymuska,s
6636,14877,hampi,s
8833,17074,p'ukutapas,s
12635,20876,llikllapi,s
2898,11114,rikurimun.,v
4809,13033,punchawmi,s
5212,13444,atuqta,s
9050,13934,llapanmanmi,pron.
4908,13132,yupaychanku,v
4072,12295,Ukukuqa,s
5624,13865,ari,adv.
10390,18631,huk,det.
6272,14513,manaqa.,adv.
1646,9851,Puka,adj.
3677,11898,Munapayay,v
4802,13026,yanam.,adj.
4172,12395,chayarqamun.,v
9033,17274,yurakunapas,s
8380,16621,kapusqachu;,v
13293,21534,Phatku,s
4787,13011,allintam,adj.
7936,16177,Perú,s
6456,14697,chaninchawan.,v
12715,20956,qharita,s
7952,16193,nin:,v
1517,9722,nanawachkan.,v
9866,18107,Wawaqa,s
6049,14290,wañuchina.,v
10854,19095,wasi,s
5031,13257,"awasaqmi,",v
7854,16095,huk,det.
5166,13398,kaqtaq,conj.
12704,20945,«ñañáy»,s
1090,9284,Hayaq,adj.
11839,20080,"t'ikakunatapas,",s
11876,20117,umanchikmi,s
4101,12324,umalliq,s
8929,17170,Qusqumanta,s
118,8304,akllaqa,s
7302,15543,hampunayqa,s
1737,9942,masiy,s
281,8471,wasichakun.,v
13960,22201,Qara,s
1585,9790,aqakurqusun.,v
1270,9467,Uywapa,s
15365,23606,Qhichwa,s
4761,12985,Llapa,adj.
9086,17327,Kay,det.
3416,11635,Achka,adj.
2895,11111,uyapipas,s
6178,14419,ari,adv.
8157,16398,kinuwa,s
11595,19836,muk'uspa,v
1058,9252,hapiy.,v
8873,17114,kanirqusqa.,v
8821,17062,ch'akichispa,v
11207,19448,chaymantataq,conj.
8023,16264,ña,adv.
4294,12517,uytuta,s
1481,9686,killam,s
10708,18949,llaqtamanta,s
2580,10795,wallpapa,s
6520,14761,hampi,s
6906,15147,Rit'ipas,s
6342,14583,huk,det.
15131,23372,wakcha,adj.
6763,15004,Qilla,adj.
11427,19668,mikhullasunmanmi.,v
8349,16590,k'arku.,adj.
8422,16663,atinchikmi.,v
9173,17414,khamusqataqa,adj.
1307,9504,waka,s
8629,16870,k'utukunku.,v
14159,22400,imapas,adv.
14766,23007,watapi,s
8525,16766,uyam,s
8659,16900,ayunaspi,s
8407,16648,k'irichayqa,s
3786,12008,Taksaniraqlla,adj.
5256,13488,Qusqu,s
14689,22930,yuyaqmantataq,adj.
12407,20648,p'itaspalla,v
5408,13644,t'uqunmanta,s
15286,23527,Ima,adj.
1923,10129,wirachawan,s
8604,16845,tukuy,adj.
5939,14180,qhatunku.,v
6995,10691,pipas,pron.
6451,14692,chaninchawan.,v
10247,18488,urmaspa,v
6709,14950,Mula,s
4760,12984,atinchu.,v
8730,16971,Intipas,s
1995,10202,Manu,s
3574,11794,Simpanwanmi,s
7552,15793,mana,adv.
12684,20925,pukllananchikpaq,v
9098,17339,turuyqa,s
9279,17520,q'aytuta,s
12054,20295,Ruphaypi,s
3110,11326,Ama,adv.
1317,9514,Mutita,s
779,8973,¡Yanukunapaq,v
9783,18024,p'unchawpi,s
8680,16921,p'unchawta,s
12202,20443,Llullakuq,adj.
11227,19468,kacharikunkuchu.,v
2972,11188,runa,s
10308,18549,wasita,s
12857,21098,paqarichiq,adv.
5457,13693,ancha,adv.
2574,10789,mamanqa,s
12874,21115,quwi,s
15026,23267,rikhurin.,v
9490,17731,pichawanchiktaq,v
13074,21315,q'aytuwan,s
2142,10349,pukllanmi.,v
13655,21896,Sara,s
10023,18264,Muñata,s
11274,19515,qhuña,s
14042,22283,hurqurqusqa,v
11702,19943,Misk'i,adj.
12851,21092,suquspa,adj.
12134,20375,Qillqasqakunata,s
3335,11553,huknin,s
373,8564,Rusas,s
10730,18971,paquchanta,s
14782,23023,huñukuptintaq,adv.
12433,20674,kunturqa,s
7628,15869,aswan,adv.
8615,16856,millwa,s
166,8352,yanukurquychik.,v
9313,17554,misk'i,adj.
6335,14576,paray,s
7581,15822,mana,adv.
9100,17341,tullulla,adj.
6373,14614,"chakrayuq,",s
8822,17063,wanupi,s
12868,21109,qayna,adv.
1272,9469,wanupaq,s
13823,22064,qharitaq,s
5280,13512,sapa,s
12962,21203,huk'uchatapas,s
623,8817,parqun.,v
6676,14917,yachanchu.,v
13393,21634,rurasunmanchu.,v
2813,11029,tukurqusqa.,v
14550,22791,kankumanhina,adj.
4551,12774,allinñam,adj.
2825,11041,miskim.,adj.
13915,22156,Tunas,s
2858,11074,qaqchaychu!,v
10874,19115,allinchu.,adj.
392,8584,asnanki.,v
5460,13696,Awsanqatiqa,s
5250,13482,amachay.,v
10660,18901,Runapa,s
2503,10717,Chitapa,s
6739,14980,wanaku,s
15324,23565,unquyniyuq,s
2691,10906,Wawaqa,s
12100,20341,chayamun.,v
6938,15179,chaki,s
13800,22041,tawa,adj.
3933,12155,warakaypim,s
4115,12338,Piruw,s
13698,21939,kurukunaqa,s
589,8783,wira,s
14703,22944,hak'ulla,loc.
8193,16434,Ispitaqa,s
11462,19703,p'unchawmi,s
1417,9621,kawata,s
1430,9634,kawsarirqun.,v
7882,16123,sutinqa,s
6686,14927,chikchinqach,v
3466,11686,Rutunawan,s
12841,21082,suquspa,adj.
14648,22889,"millwamantapas,",s
9506,17747,Kukuli,s
12318,20559,Ñawpa,adj.
6716,14957,kasqa.,v
7703,15944,huk,det.
1202,9399,kachwan!,v
3660,11880,rupaychakuchkan.,v
14517,22758,ninku.,v
7068,15309,Allin,adj.
11606,19847,uñaqa,s
10368,18609,"lluchk'a,",adj.
12626,20867,Phaway,v
8297,16538,k'amiykun.,v
10401,18642,Yaku,s
3711,11932,pallanata,s
12649,20890,q'ipin,adj.
15445,23686,unquy,s
2095,10302,Millay,adj.
9344,17585,Kay,det.
11941,20182,kutichisqa:,v
3849,12071,Ilamkaqkunapaq,s
10988,19229,chakmasqan,v
3658,11878,purini.,v
2367,10576,pakin.,v
6890,15131,"tukun,",v
14036,22277,irqi,s
14738,22979,"wiñanmanchu,",v
10221,18462,kanchaspa,v
14754,22995,Q'upataqa,s
9243,17484,kukankuta,s
1464,9669,uruchakunata,s
12404,20645,wayk'ukunchikpuni.,v
8358,16599,k'arpapiqa,s
7649,15890,uchuwan,s
5697,13938,chimpaña,adv.
10257,18498,Wayrasqa,adj.
9287,17528,"qarana,",v
5057,13284,"wichq'aychik,",v
9291,17532,unutapas,s
11339,19580,Chala,s
4297,12520,uywatam,s
11789,20030,suyupiqa,s
13720,21961,Wasi,s
711,8905,rinri,s
9163,17404,pisquchakunaqa,s
6107,14348,kicharisqata,adj.
6977,15218,rutuspaqa,v
3036,11252,Qichwaqa,s
5143,13373,"Panacháy,",s
5905,14146,llaqtapiqa,s
10949,19190,chaninta,adv.
14781,23022,muhu,s
3707,11928,Suqusmanta,s
4363,12586,churanku.,v
8779,17020,sutinmi,s
14629,22870,q'ipichana.,s
13481,21722,"hamk'arqunku,",v
655,8849,Ñukñu,s
3037,11253,miski,adj.
12574,20815,anqas,adj.
8047,16288,Inchiktaqa,s
8386,16627,yuyayniyuq,adj.
5481,13717,hampin.,v
11498,19739,Turuytaqa,s
2663,10878,¡Llamapa,s
496,8690,Makiykita,s
9809,18050,Pichqa,det.
6880,15121,"kachkanraq,",v
7868,16109,domingo,s
6055,14296,Tusuqkunaqa,s
13180,21421,kichanqa.,v
11732,19973,unquy,s
15507,23748,wayna,s
14866,23107,hak'uta,s
12235,20476,runakuna,s
10489,18730,tarikun.,v
6333,14574,Chakmaypi,s
15426,23667,rikch'akusunki?,v
6190,14431,Manka,s
5547,13786,rantiptinchik,v
9620,17861,Qusqupi,s
3902,12124,Musuq,adj.
4301,12524,wallpakunata,s
5691,13932,lapischakunata,s
2198,10405,wichiykuspan,v
8910,13897,Paymi,pron.
8810,17051,saratapas,s
11178,19419,mayt'u,s
12631,20872,qutumanta,s
1687,9892,sarata,s
14489,22730,waqaychanchik.,v
3614,11834,manam,adv.
12015,20256,nanaypaqqa,v
1835,10040,Wawapa,s
13810,22051,"ninchik,",v
6606,14847,Waka,s
6300,14541,"llamk'an,",v
3118,11334,qawaychu.,v
4982,13208,runaqa,s
10192,18433,Papa,s
13097,21338,patapi,s
12097,20338,kay,det.
9641,17882,aysamusunchik.,v
2121,10328,minkaman,s
3773,11994,sutinqa,s
10739,18980,chunka,det.
5752,13993,Llamata,s
11747,19988,rikch'akuchkaspa,v
109,8295,mikuna.,v
1698,9903,uywakuna,s
14951,23192,qara,s
12469,20710,uchu,s
3900,12122,qaranta,s
2212,10419,imatapas,s
5019,13245,achira,s
6814,15055,kanki.,v
3668,11889,warmicham.,s
8093,16334,tawa,s
2363,10572,yantata,s
2831,11047,qamyam,adj.
10405,18646,"q'ipinku,",v
8721,16962,saqinchik.,v
8392,16633,mikhusqanchik,adj.
8184,16425,Ispitaqa,s
3182,11398,kaq,v
11116,19357,mikhunkuña.,v
14820,23061,q'utu,s
885,9079,Kay,det.
14767,23008,allpayaqman.,v
11247,19488,chiriyarqusqa;,v
11240,19481,chikuruta,s
15410,23651,Qhipa,adj.
1108,9302,haytanqa,s
12168,20409,"yachaq,",s
4530,12753,kasqanki.,v
12639,20880,warmikunaqa,s
945,9139,waqaptinqa,v
14473,22714,q'asuna.,v
2883,11099,Qara,s
15256,23497,achka,adj.
6228,14469,Mana,adv.
326,8516,waka,s
4400,12623,Quwi,s
6633,14874,chhillchichawan,s
8094,16335,chunka,s
14413,22654,papatapas,s
14897,23138,ñawita,s
629,8823,chaqlayta,s
1024,9218,Manaña,adv.
790,8984,Umayki,s
5557,13797,huk,det.
13722,21963,ruraspaqa,adj.
4443,12666,kay,adj.
6012,14253,ch'iqtasqata,adj.
11093,19334,"phiñakunachu,",v
3124,11340,qunqarqun.,v
8479,16720,K'uchi,s
8696,16937,warmiqa,s
4308,12531,Warmi,s
4500,12723,qipiy!,v
10473,18714,kutichiniraq.,v
9382,17623,papaqa,s
5790,14031,qatin,V
6452,14693,Yachachiqniyqa,s
4550,12773,wawa,s
6513,14754,yurachata,s
8635,16876,k'utukunku.,v
12674,20915,qiwallas,s
13799,22040,"ninchik,",v
7163,15404,"hampinaqa,",v
7686,15927,Runanqa,s
11290,19531,siq'irqun.,v
1583,9788,Kulli,adj.
2527,10742,qaraykapullaway.,v
3703,11924,supita,s
6103,14344,ch'umarquna.,v
3924,12146,Kuchi,s
2865,11081,qaquy.,v
3513,11733,manka.,s
6085,14326,Ch'ulluqa,s
12415,20656,kisuqa,s
2803,11019,Putututa,s
14140,22381,Ñawpa,adv.
1357,9560,kallpachan.,v
910,9104,churakuy!,v
13572,21813,mikhunki»,v
1327,9524,Kallanata,s
4175,12398,allintam,adj.
7044,15285,Hak'aklluqa,s
10384,18625,«siki,s
817,9011,Chukuytam,s
7935,16176,qhuchpachina.,v
11330,19571,kan.,v
635,8829,kastillanuwan,s
6616,14857,chhapataqa,s
13321,21562,qillqakun:,v
4285,12508,punchawmi,s
10575,18816,tullu,s
4196,12419,yachakuqmi.,v
6654,14895,qucha,s
12504,20745,wapsin;,v
8098,16339,Intiqa,s
5487,13723,"kaq,",v
15518,23759,tawayuq,adj.
15194,23435,Ayllu,s
8849,17090,uywata,s
509,8703,Aychawan,s
11212,19453,"maywin,",v
2417,10629,tuta,s
10443,18684,mikhuna,s
12619,20860,Kay,adj.
9965,18206,runa,s
5376,13612,qasachispa,v
15517,23758,Chunka,adj.
6273,14514,Anta,s
13274,21515,trigo,s
14418,22659,Estofado,s
9481,17722,manam,adv.
7275,15516,yarawikunata,s
11538,19779,uyaypiqa,s
5982,14223,wawaykita,s
12289,20530,"ñuñullayuq,",s
10562,18803,ñustapa,v
42,29257,"chayri,",pron.
8671,16912,Allqutaq,s
8212,16453,tiyaq,s
11490,19731,anchata,adv.
1996,10203,mañaqmi,v
10952,19193,Chaka,s
519,8713,wañun.,v
9047,17288,manam,adv.
11478,19719,yanapakuqkunapas,s
9129,17370,uywaypas,s
5034,13260,achiwata,s
12533,20774,Pachaqa,s
10588,18829,llaqta,s
14928,23169,tiyanchu.,v
5511,13748,chayraykutaq,loc.
5591,13832,uñankunata,s
10113,18354,mankata,s
10866,19107,llawita,s
14162,22403,kaq.,v
341,8532,rantikunanchikpaq.,v
4429,12652,Samasqanchik,s
5558,13798,kintal,s
20,26003,ñuqaykupas,pron.
4164,12387,upyanku.,v
13767,22008,machina,s
5303,13535,"waturikuwanki,",v
10270,18511,uruchawansi,s
6953,15194,mamanqa,s
5382,13618,allinta,adv.
4436,12659,kanchu.,v
9193,17434,huk,det.
3696,11917,sunkayuqchu.,s
5588,13829,allquykiqa,s
2873,11089,Iluqsimun.,v
13234,21475,munakunqachu,v
13527,21768,sapa,adj.
13797,22038,kawsaqkunataqa,s
6604,14845,chhallata,s
379,8570,asnapata,s
9175,17416,akarparinchik.,v
4540,12763,Aya,adj.
13649,21890,apanchik.,v
4303,12526,uywan.,v
4365,12588,wallwakupi,s
12531,20772,qhipa,adj.
12826,21067,Sinchi,adj.
15392,23633,runaqa,s
13344,21585,utqayllam,adv.
4163,12386,runakuna,s
4334,12557,Qayna,adj.
1552,9757,sapichankunata,s
1224,9421,Ipu,s
7211,15452,p'ampanchik.,v
12762,21003,panakanqa,s
5342,13578,runata,s
2536,10751,wak,adj.
5233,13465,Paraptinqa,adj.
12751,20992,llapan,adj.
10060,18301,anyakun.,v
9411,17652,silluyuqmi.,s
7874,16115,runakunaqa,s
11968,20209,maytapas,pron.interrog.
10871,19112,Wawa,s
9889,18130,Ruphay,s
14365,22606,riqsisqay,adj.
11472,19713,allay,v
13427,21668,llapan,adv.
8693,16934,llaqtaman,s
9590,17831,Allqutaqa,s
7166,15407,¡Hampuy,v
11399,19640,rin.,v
1094,9288,Kuchipa,s
4435,12658,waqana,s
6910,15151,ruphaywan,s
6968,15209,sayachina.,v
9124,17365,q'umir,adj.
12397,20638,kikillanpi,s
2531,10746,akllananpaq,v
9624,17865,kay,v
11586,19827,aqmuqku.,v
6644,14885,chhulli,s
3435,11655,Wayram,s
8523,16764,wawaqa,s
6857,15098,manaña,adv.
12187,20428,nin,v
6574,14815,Qilla,adj.
12535,20776,urayman,adv.
11674,19915,ñawichayuq.,s
12370,20611,P'asñakunaqa,s
12293,20534,ñuñuyuq.,s
3800,12022,tanqasun,v
1493,9698,allqu,s
5708,13949,ayqinaykim.,v
7912,16153,Phatku,s
6717,14958,Karru,s
13035,21276,uywakunapaq.,s
9128,17369,Khaka,s
15255,23496,imamantapas,adj.
12086,20327,"q'illaymantapas,",s
11634,19875,nina,s
13559,21800,Apu,s
11434,19675,mikhullasunmanmi.,v
14081,22322,mana,adv.
15349,23590,Chaytaqa,adj.
11713,19954,sutiyuq.,s
9184,17425,khankawanqa,s
331,8521,Huk,det.
1733,9938,qillqa,s
12750,20991,Yaqa,adv.
7013,15254,awasqa,v
5441,13677,chayraykutaq,loc.
1296,9493,kacharpariy,s
3788,12010,hamusqa.,v
10276,18517,"q'apachina,",v
11245,19486,kasqa.,v
15424,23665,kay,adj.
12808,21049,allin.,adv.
4165,12388,Uqata,s
4534,12757,aysakachanam,v
7995,16236,chanin,s
15299,23540,qhawakunapaq,adv.
1344,9545,alwirhas,s
7006,15247,Mankata,s
1306,9503,Kachita,s
1190,9387,kutapaq,s
8341,16582,millaytam,adv.
4232,12455,ustuy.,v
6729,14970,suti,s
5147,13377,mikhusunchikmi.,v
8237,16478,k'achay,adj.
1879,10084,Ilukiykun.,v
747,8941,chiqninachu,v
12718,20959,yawar,s
12090,20331,wasiman,s
445,8637,sumaqchatam,adj.
14859,23100,qanchis,adj.
7330,15571,Ukhunchik,s
4660,12883,Winti,adj.
12741,20982,warmiqa,s
10261,18502,"q'apachina,",v
3166,11382,Qiswawan,s
11923,20164,chaskina.,v
6126,14367,ancha,adv.
1736,9941,Yachaq,s
179,8365,Wawaypa,s
3690,11911,kananpaq.,v
4251,12474,runakunapa,s
14364,22605,mana,adv.
6162,14403,allinmi.,adj.
15121,23362,manam,adv.
13885,22126,sapanka,adj.
456,8650,Pampana,v
10395,16439,chaytataq,pron.
12873,21114,paqarintaqmi,adv.
10653,18894,hatun,adj.
133,8319,Awqanchikwan,s
5066,13293,wayk'unapas,v
10196,18437,quriqa,s
3748,11969,allin,adj.
14798,23039,Añutas,s
8657,16898,Wiksa,s
1863,10068,ímawanraq,adv.
1644,9849,punchuykipaq,s
741,8935,Chiqchi,adj.
2122,10329,hakuchik.,v
2497,10711,qiwapas,s
5753,13994,aysaspa,v
